model,run_file,drive_link,domain,mode,gold_answer,model_answer,verdict
anthropic/claude-opus-4.8,gen/opus-4.8/default/402670f14874.txt,https://drive.google.com/file/d/1DOEHdiRksRuS_ODIqYI8HihF63w_GW79/view,world-religions-belief-systems,default,"individual or household practice: Hindu Home Puja, Yoruba Ifa/Orisha religion, Shinto, Household Ancestor Veneration | non-theistic or agnostic framework: Religious Naturalism, Theravada Buddhism, Cārvāka/Lokayata, Agnosticism | revealed scripture: Book of Mormon, Guru Granth Sahib, The Bible, The Qur'an | salvation or reconciliation with the divine: Zoroastrianism, Gaudiya Vaishnavism, Eastern Orthodoxy, Evangelical Protestantism","book of mormon, guru granth sahib, the bible, the qur'an | agnosticism, cārvāka/lokayata, religious naturalism, theravada buddhism | gaudiya vaishnavism, hindu home puja, household ancestor veneration, shinto | eastern orthodoxy, evangelical protestantism, yoruba ifa/orisha religion, zoroastrianism",WRONG (2/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/4032cdca6c3f.txt,https://drive.google.com/file/d/1qGUoN30eOSoFZgfUDmKuyJzDCMu6HpHZ/view,world-politics-governance,default,"authoritarian: Russian Federation, Islamic Republic of Iran, North Korea, People’s Republic of China | civil society or private actor: Fridays for Future, World Economic Forum, ClientEarth, International Committee of the Red Cross | intergovernmental organization: UNFCCC, World Trade Organization, World Health Organization, United Nations | liberal democratic: Sweden, Canada, Germany, Japan","canada, germany, japan, sweden | islamic republic of iran, north korea, people’s republic of china, russian federation | international committee of the red cross, united nations, world health organization, world trade organization | clientearth, fridays for future, unfccc, world economic forum",WRONG (2/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/4083f74854ad.txt,https://drive.google.com/file/d/1jxyl-RdqlbCUjzzgl21DrGOTHPH1kfXy/view,natural-sciences,default,"Biology: Chlorophyll Absorption Analysis, Gene Editing in Bacteria, Molecular Dynamics Simulation, Computational Protein Design | Computational Simulation: Finite Element Analysis, Weather Forecast Simulation, Agent-based Ecosystem Modeling, Molecular Docking Simulation | Field: Glacier Retreat Measurement, Coral Reef Transect, Rainforest Biodiversity Expedition, Plant Phenology Recording | Theoretical: String Theory, Genetic Population Studies, Game Theory in Evolution, Mathematical Population Genetics","coral reef transect, glacier retreat measurement, plant phenology recording, rainforest biodiversity expedition | game theory in evolution, genetic population studies, mathematical population genetics, string theory | agent-based ecosystem modeling, finite element analysis, molecular dynamics simulation, weather forecast simulation | chlorophyll absorption analysis, computational protein design, gene editing in bacteria, molecular docking simulation",WRONG (2/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/42168d5283d6.txt,https://drive.google.com/file/d/1XPm2PoSPb-BRjxertBfcr0b4SaBrXQ0V/view,technology-computing,default,"Linux: Linux OS, Linux Media Server, Linux Laptop Only, Linux Thin Client | desktop: All-in-One Family PC, Audio Streaming Desktop, Linux Gaming Mammoth, MacOS Media All-in-One | macOS: MacOS Server, MacOS Workstation, MacOS Home Hub, MacOS Mini | wired: Wired Printer, Ethernet Cable, Wired Headphones, Wired Mouse","linux gaming mammoth, linux laptop only, linux media server, linux os | macos home hub, macos mini, macos server, macos workstation | ethernet cable, wired headphones, wired mouse, wired printer | all-in-one family pc, audio streaming desktop, linux thin client, macos media all-in-one",WRONG (2/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/43bb52d4f591.txt,https://drive.google.com/file/d/1U3WPIJKvLdBR9yrkQ-jrQ9AdrJBfN9HU/view,world-politics-governance,default,"economic and trade: Industrial policy, Foreign direct investment, Tariffs, Customs union | hybrid/competitive authoritarian: Singapore, Hungary, Turkey, Serbia | security and defense: Cyber defense operations, Collective defense, Military logistics, Counterterrorism strategy | state government: Cabinet, National legislature, Central bank, Civil service","cabinet, central bank, civil service, national legislature | customs union, foreign direct investment, industrial policy, tariffs | collective defense, counterterrorism strategy, cyber defense operations, military logistics | hungary, serbia, singapore, turkey",SOLVED (4/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/43f5088ef570.txt,https://drive.google.com/file/d/1CCb8a28F8memsKsk-dFJMNIIDLA1sQFo/view,economy-business,default,"global: International franchise system, Global shipping route network, Multinational supply chain, Worldwide cloud platform | local: Farmers market stall, Local plumbing service, Neighborhood bakery, Independent city bookstore | privately held: Closely held corporation, Private partnership, Family-owned company, Employee-owned private firm | retail: Specialty apparel shop, E-commerce storefront, Department store retailing, Supermarket merchandising","closely held corporation, employee-owned private firm, family-owned company, private partnership | independent city bookstore, local plumbing service, neighborhood bakery, specialty apparel shop | global shipping route network, international franchise system, multinational supply chain, worldwide cloud platform | department store retailing, e-commerce storefront, farmers market stall, supermarket merchandising",WRONG (2/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/445d5545a082.txt,https://drive.google.com/file/d/14SwMC2ncisHtjY_PrVX4V3czlJ80iHr1/view,world-history,default,"Agricultural: Indus Valley Civilization, Ancient Egypt (Agricultural), Neolithic Europe, Mesoamerican Maize Cultures | City-state: Luoyang (Han), Uruk, City of Carthage, Mbanza Kongo | Hunter-gatherer: Natufian Culture, Australian Aboriginal Bands, Magdalenian Culture, Namib Hunter-Gatherer Bands | Republic: Novgorod Republic, Republic of Venice, Berlin Republic, Florentine Republic","berlin republic, florentine republic, novgorod republic, republic of venice | australian aboriginal bands, magdalenian culture, natufian culture, neolithic europe | ancient egypt (agricultural), indus valley civilization, mesoamerican maize cultures, namib hunter-gatherer bands | city of carthage, luoyang (han), mbanza kongo, uruk",WRONG (2/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/49f63bed81e6.txt,https://drive.google.com/file/d/1U4qbL3VOOtTbZD-BZEamzkvMUS3-8jhq/view,world-food-cuisine,default,"Mediterranean: Shakshuka, Greek Salad, Fattoush, Moussaka | raw: Spicy Shishito Peppers, Tiramisù Tartare, Baklava, Tiradito | seafood: Chili Crab, Fish and Chips, Lobster Roll, Clam Chowder | steamed: Steamed Baozi, Steamed Dumplings, Thai Mango Sticky Rice, Steamed Fish with Ginger","baklava, fattoush, greek salad, moussaka | chili crab, steamed baozi, steamed dumplings, steamed fish with ginger | clam chowder, fish and chips, lobster roll, tiradito | shakshuka, spicy shishito peppers, thai mango sticky rice, tiramisù tartare",WRONG (0/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/4c157fb139cb.txt,https://drive.google.com/file/d/1DNjWEo7zCp-ZyRVWa4dldmgmhz-FLkkw/view,modern-entertainment-pop-culture,default,"North American: Red Dead Redemption 2, Breaking Bad, World of Warcraft, The Simpsons | comedic: Animal Crossing: New Horizons, Among Us, Fall Guys, Crash Landing on You | horror/thriller: The Platform, Get Out, Train to Busan, The Last of Us Part II | video game: The Legend of Zelda: Breath of the Wild, Elden Ring, Minecraft, Fortnite","among us, fall guys, fortnite, world of warcraft | elden ring, minecraft, red dead redemption 2, the legend of zelda: breath of the wild | breaking bad, crash landing on you, the last of us part ii, the simpsons | animal crossing: new horizons, get out, the platform, train to busan",WRONG (0/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/4c9eefd38732.txt,https://drive.google.com/file/d/1D9y_GmxSXF0dTiF37h4KJzI9PRw9jsSu/view,technology-computing,default,"Windows: Windows Desktop Pro, Windows Tablet, Windows IoT Device, Windows Workstation | laptop: Linux Streambook, Designer’s MacBook Studio, Windows Entertainment Tablet, Gamer's Laptop Pro | smartphone: Windows Pro Mobile, Productive Android Slate, Wireless Productivity Phone, Wireless Workphone | wired: Wired Headphones, Wired Printer, Wired Mouse, Ethernet Cable","windows desktop pro, windows entertainment tablet, windows pro mobile, windows workstation | ethernet cable, wired headphones, wired mouse, wired printer | windows iot device, windows tablet, wireless productivity phone, wireless workphone | designer’s macbook studio, gamer's laptop pro, linux streambook, productive android slate",WRONG (1/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/4d4dd4ac4249.txt,https://drive.google.com/file/d/1tFDGjUEH65Ky4tTo3jVZp4W5qu_WhphR/view,world-history,default,"Europe: Holy Roman Empire, Renaissance Florence, Napoleonic France, Ancient Athens | Hunter-gatherer: Australian Aboriginal Bands, Clovis Culture, Namib Hunter-Gatherer Bands, Magdalenian Culture | Industrial: Detroit (Industrial), Shanghai (Modern), Industrial Revolution Britain, Ruhr Valley (Industrial) | Republic: Novgorod Republic, Florentine Republic, Athenian Democracy, Republic of Venice","florentine republic, novgorod republic, renaissance florence, republic of venice | detroit (industrial), industrial revolution britain, ruhr valley (industrial), shanghai (modern) | ancient athens, athenian democracy, holy roman empire, napoleonic france | australian aboriginal bands, clovis culture, magdalenian culture, namib hunter-gatherer bands",WRONG (2/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/50076797354c.txt,https://drive.google.com/file/d/1th54gbdxBajqP0kuq-yaXXVzs0goaxrR/view,modern-entertainment-pop-culture,default,"European: Amnesia: The Dark Descent, Black Mirror, Dark, Money Heist | horror/thriller: The Platform, Get Out, The Last of Us Part II, Resident Evil Village | scripted series/streaming show: Stranger Things, Fleabag, Abbott Elementary, The Mandalorian | ticketed or one-time purchase: Baldur's Gate 3, Super Mario Bros. Wonder, Dune: Part Two, Oppenheimer",,NO_ANSWER (bad json)
anthropic/claude-opus-4.8,gen/opus-4.8/default/52e0ef086a91.txt,https://drive.google.com/file/d/1IQtVUHx-ZZdoDjNr6b446W14ITNLP-SI/view,world-food-cuisine,default,"East Asian: Bibimbap, Mapo Tofu, Tempura, Sushi | South American: Aji de Gallina, Arepas, Empanadas de Pino, Picarones | meat: Beef Stroganoff, Lamb Tagine, Roast Chicken, Feijoada | sweet: Fruit Tart, Rice Pudding, Baklava Ice Cream, Sweet Red Bean Bun","aji de gallina, arepas, empanadas de pino, picarones | bibimbap, mapo tofu, sushi, tempura | baklava ice cream, fruit tart, rice pudding, sweet red bean bun | beef stroganoff, feijoada, lamb tagine, roast chicken",SOLVED (4/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/531a354a9fda.txt,https://drive.google.com/file/d/1_Izjl6MZVO2Yv9AtdSiN_QJCwHp__O15/view,arts-high-culture,default,"East Asian: Great Wall of China, Yangtze River, Hangul, Mount Fuji | Romantic era: Cult of sensibility, Byronic hero, Sturm und Drang, Romantic sublime | public museum or concert hall: Gallery label, Docent tour, Season subscription, Acoustic shell | religious institution: Abbey, Monastery, Diocese, Parish","acoustic shell, docent tour, gallery label, season subscription | byronic hero, cult of sensibility, romantic sublime, sturm und drang | abbey, diocese, monastery, parish | great wall of china, hangul, mount fuji, yangtze river",SOLVED (4/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/5322823555ca.txt,https://drive.google.com/file/d/18u9GX9avJ3w52ZGh2lo86WAjjxOaQN5w/view,economy-business,default,"manufacturing: CNC machining, Injection molding, Pharmaceutical tablet pressing, Contract electronics assembly | one-time sales: Single-ticket box office sale, Pay-per-download software sale, Point-of-sale appliance purchase, One-off consulting project | privately held: Employee-owned private firm, Family-owned company, Closely held corporation, Private partnership | publicly traded: Public shareholder company, IPO-listed company, Exchange-traded real estate trust, Exchange-listed corporation","exchange-listed corporation, exchange-traded real estate trust, ipo-listed company, public shareholder company | closely held corporation, employee-owned private firm, family-owned company, private partnership | cnc machining, contract electronics assembly, injection molding, pharmaceutical tablet pressing | one-off consulting project, pay-per-download software sale, point-of-sale appliance purchase, single-ticket box office sale",SOLVED (4/4)
anthropic/claude-opus-4.8,gen/opus-4.8/default/53541e714a5d.txt,https://drive.google.com/file/d/1bCWBzthgbvlu3wjbGMj3D1tmmZ9erDct/view,natural-sciences,default,"Biology: Gene Editing in Bacteria, Plant Taxonomy, Molecular Dynamics Simulation, Biophysical Modeling | Computational Simulation: Agent-based Ecosystem Modeling, Weather Forecast Simulation, Finite Element Analysis, Molecular Docking Simulation | Experimental: Electrolysis of Water, Double-slit Experiment, Stellar Spectroscopy, Drop Tower Microgravity Test | Theoretical: Mathematical Population Genetics, Game Theory in Evolution, Genetic Population Studies, String Theory","agent-based ecosystem modeling, biophysical modeling, molecular dynamics simulation, weather forecast simulation | double-slit experiment, drop tower microgravity test, electrolysis of water, stellar spectroscopy | game theory in evolution, gene editing in bacteria, genetic population studies, mathematical population genetics | finite element analysis, molecular docking simulation, plant taxonomy, string theory",WRONG (1/4)
